Tile,DMAG_AUTO
KIDS_163.5_-3.5,0.1192295130468271
KIDS_10.5_-31.2,0.0422903742840662
KIDS_5.8_-30.2,0.0876198206226844
KIDS_213.0_-0.5,0.1032242220219282
KIDS_356.4_-33.1,0.1502484548789475
KIDS_356.5_-31.2,0.1496657024587914
KIDS_14.6_-27.2,0.0858782181912765
KIDS_25.2_-34.1,0.045841409192878
KIDS_174.5_-2.5,0.0982755852810766
KIDS_174.5_2.5,0.1124086808341429
KIDS_2.3_-31.2,0.1071105628759795
KIDS_42.6_-30.2,0.0734426425807366
KIDS_150.1_2.2,0.1183341172023165
KIDS_46.0_-27.2,0.0580516165479174
KIDS_199.6_-3.5,0.1257384543075472
KIDS_341.9_-28.2,0.0952900404401423
KIDS_215.0_-1.5,0.1064592106349484
KIDS_354.1_-33.1,0.0966852897602367
KIDS_49.2_-34.1,0.1093236081825075
KIDS_52.3_-33.1,0.0945843333648603
KIDS_357.7_-30.2,0.0802260649801343
KIDS_199.0_-0.5,0.1125352293614684
KIDS_166.0_-1.5,0.1162529097394174
KIDS_45.6_-26.2,0.0972558475899078
